Filename,File Name,Resource Type,Title,Author names,Author Affiliations,Author Identifiers,Author Identifier Type,Keywords,Language,Description,Description Type,Format,Funding Agency,Contributor Name,Contributor Role,Embargo Date,License
6_2_Bbacteriovorus.mp4,6_2_Bbacteriovorus.mp4,Audiovisual,Bdellovibrio bacteriovorus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Yi-Wei Chang; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_3_Hgracilis.mp4,6_3_Hgracilis.mp4,Audiovisual,Hylemonella gracilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Yi-Wei Chang; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_4_Cjejuni.mp4,6_4_Cjejuni.mp4,Audiovisual,Campylobacter jejuni,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_5_Pflexibilis.mp4,6_5_Pflexibilis.mp4,Audiovisual,Pseudomonas flexibilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_6_Hhepaticus.mp4,6_6_Hhepaticus.mp4,Audiovisual,Helicobacter hepaticus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_7_Bburgdorferi.mp4,6_7_Bburgdorferi.mp4,Audiovisual,Borrelia burgdorferi,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_8_Mformicica.mp4,6_8_Mformicica.mp4,Audiovisual,Methanoregula formicica,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_9_Tkodakaraensis.mp4,6_9_Tkodakaraensis.mp4,Audiovisual,Thermococcus kodakaraensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_10_Mxanthus.mp4,6_10_Mxanthus.mp4,Audiovisual,Myxococcus xanthus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Yi-Wei Chang; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_11_Fjohnsoniae.mp4,6_11_Fjohnsoniae.mp4,Audiovisual,Flavobacterium johnsoniae,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Gregory Henderson; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_12_Mpneumoniae.mp4,6_12_Mpneumoniae.mp4,Audiovisual,Mycoplasma pneumoniae,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Gregory Henderson; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_2a_Bbacteriovorus.mp4,6_2a_Bbacteriovorus.mp4,Audiovisual,Bdellovibrio bacteriovorus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Yi-Wei Chang; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_3a_Paeruginosa.mp4,6_3a_Paeruginosa.mp4,Audiovisual,Pseudomonas aeruginosa,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_4a_Hpylori.mp4,6_4a_Hpylori.mp4,Audiovisual,Helicobacter pylori,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Yi-Wei Chang; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_5a_Pmirabilis.mp4,6_5a_Pmirabilis.mp4,Audiovisual,Proteus mirabilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Qing Yao,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_7a_Tprimitia.mp4,6_7a_Tprimitia.mp4,Audiovisual,Treponema primitia,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Gavin Murphy; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_9a_Tkodakaraensis.mp4,6_9a_Tkodakaraensis.mp4,Audiovisual,Thermococcus kodakaraensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_9b_Tkodakaraensis.mp4,6_9b_Tkodakaraensis.mp4,Audiovisual,Thermococcus kodakaraensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
6_9c_Hsalinarum.mp4,6_9c_Hsalinarum.mp4,Audiovisual,Halobacterium salinarum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_1_Soneidensis.mp4,7_1_Soneidensis.mp4,Audiovisual,Shewanella oneidensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Mohammed Kaplan; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_2_Styphimurium.mp4,7_2_Styphimurium.mp4,Audiovisual,Salmonella typhimurium,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Morgan Beeby; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_3_Mhungatei.mp4,7_3_Mhungatei.mp4,Audiovisual,Methanospirillum hungatei,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_4_Vcholerae.mp4,7_4_Vcholerae.mp4,Audiovisual,Vibrio cholerae,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_5_Mformicica.mp4,7_5_Mformicica.mp4,Audiovisual,Methanoregula formicica,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_6_Mmagneticum.mp4,7_6_Mmagneticum.mp4,Audiovisual,Magnetospirillum magneticum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Zhuo Li; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_4a_Abrasilense.mp4,7_4a_Abrasilense.mp4,Audiovisual,Azospirillum brasilense,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
7_5a_Vcholerae.mp4,7_5a_Vcholerae.mp4,Audiovisual,Vibrio cholerae,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Ariane Briegel; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_1_Ccrescentus.mp4,8_1_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Prabha Dias; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_2_Hpylori.mp4,8_2_Hpylori.mp4,Audiovisual,Helicobacter pylori,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Yi-Wei Chang; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_3_Tkodakaraensis.mp4,8_3_Tkodakaraensis.mp4,Audiovisual,Thermococcus kodakaraensis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Debnath Ghosal; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_4_Ccrescentus.mp4,8_4_Ccrescentus.mp4,Audiovisual,Caulobacter crescentus,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Zhuo Li; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_5_Bsubtilis.mp4,8_5_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_6_Bsubtilis.mp4,8_6_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_7_Bsubtilis.mp4,8_7_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva,Data Collector,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_8_Bsubtilis.mp4,8_8_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_9_Alongum.mp4,8_9_Alongum.mp4,Audiovisual,Acetonema longum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_10_Alongum.mp4,8_10_Alongum.mp4,Audiovisual,Acetonema longum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_11_Alongum.mp4,8_11_Alongum.mp4,Audiovisual,Acetonema longum,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Travis Alvarez,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_4a_Pvanneervenii.mp4,8_4a_Pvanneervenii.mp4,Audiovisual,Prosthecobacter vanneervenii,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Martin Pilhofer; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_5a_Bsubtilis.mp4,8_5a_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_6a_Bsubtilis.mp4,8_6a_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
8_6b_Bsubtilis.mp4,8_6b_Bsubtilis.mp4,Audiovisual,Bacillus subtilis,Catherine Oikonomou; Grant Jensen,"Caltech; Caltech, HHMI",0000-0003-2312-4746; 0000-0003-1556-4864,ORCID,Jensen lab; Atlas of Bacterial and Archaeal Cell Structure; CryoEM; CryoET,English,Movie from the Atlas of Bacterial and Archaeal Cell Structure,Series Information,.mp4,"Major funding for tomography in the Jensen Lab has come from the NIH, HHMI, Beckman Institute, Gordon and Betty Moore Foundation, Agouron Institute, and John Templeton Foundation.",Elitza Tocheva; Camille Ogilvie,Data Collector; Data Curator,,Creative Commons Attribution-NonCommercial (CC-BY-NC)
